Address,Sell Price,Sell Date,Last Sell Price,Last Sell Date,Auction,Rent Amount PW,Rent Date,Land Size SQM,Building Size SQM,Bedrooms,Toilets,Car,Suburb,Suburb_Code
57 Slevin Street,"270,000",May 2016,"230,000",Jun 2007,,,,571,120,3,1,4,North Geelong,23
81 Wurrook Circuit,"185,000",Apr 2016,,,,460,Jul 2019,324,149,4,2,1,North Geelong,23
3 Cadman Terrace,"620,000",Apr 2016,,,,,,"2,480",550,,,,North Geelong,23
46B STUBBS Avenue,"360,000",Apr 2016,,,,,,303,,2,1,2,North Geelong,23
6 Dobie Court,"270,000",Apr 2016,,,,,,448,,,,,North Geelong,23
Lot 103 Geelong Golf Club Estate,"229,750",Apr 2016,,,,,,352,,,,,North Geelong,23
26 RUTLEDGE Boulevard,"270,000",Apr 2016,,,,,,511,,,,,North Geelong,23
91 Walsgott Street,"360,000",Apr 2016,"218,000",May 2009,,260,Jun 2010,646,,3,1,2,North Geelong,23
46 Stubbs Avenue,"360,000",Apr 2016,"245,000",Mar 2011,,299,Jun 2013,500,109,3,1,1,North Geelong,23
2/68 Osborne Avenue,"172,500",May 2016,"140,000",Mar 2010,1.0,,,98,,1,1,1,North Geelong,23
57 Slevin Street,"270,000",May 2016,"230,000",Jun 2007,,,,571,120,3,1,4,North Geelong,23
81 Wurrook Circuit,"185,000",Apr 2016,,,,460,Jul 2019,324,149,4,2,1,North Geelong,23
3 Cadman Terrace,"620,000",Apr 2016,,,,,,"2,480",550,,,,North Geelong,23
46B STUBBS Avenue,"360,000",Apr 2016,,,,,,303,,2,1,2,North Geelong,23
6 Dobie Court,"270,000",Apr 2016,,,,,,448,,,,,North Geelong,23
Lot 103 Geelong Golf Club Estate,"229,750",Apr 2016,,,,,,352,,,,,North Geelong,23
26 RUTLEDGE Boulevard,"270,000",Apr 2016,,,,,,511,,,,,North Geelong,23
91 Walsgott Street,"360,000",Apr 2016,"218,000",May 2009,,260,Jun 2010,646,,3,1,2,North Geelong,23
46 Stubbs Avenue,"360,000",Apr 2016,"245,000",Mar 2011,,299,Jun 2013,500,109,3,1,1,North Geelong,23
2/68 Osborne Avenue,"172,500",May 2016,"140,000",Mar 2010,1.0,,,98,,1,1,1,North Geelong,23
57 Slevin Street,"270,000",May 2016,"230,000",Jun 2007,,,,571,120,3,1,4,North Geelong,23
81 Wurrook Circuit,"185,000",Apr 2016,,,,460,Jul 2019,324,149,4,2,1,North Geelong,23
3 Cadman Terrace,"620,000",Apr 2016,,,,,,"2,480",550,,,,North Geelong,23
46B STUBBS Avenue,"360,000",Apr 2016,,,,,,303,,2,1,2,North Geelong,23
6 Dobie Court,"270,000",Apr 2016,,,,,,448,,,,,North Geelong,23
Lot 103 Geelong Golf Club Estate,"229,750",Apr 2016,,,,,,352,,,,,North Geelong,23
26 RUTLEDGE Boulevard,"270,000",Apr 2016,,,,,,511,,,,,North Geelong,23
91 Walsgott Street,"360,000",Apr 2016,"218,000",May 2009,,260,Jun 2010,646,,3,1,2,North Geelong,23
46 Stubbs Avenue,"360,000",Apr 2016,"245,000",Mar 2011,,299,Jun 2013,500,109,3,1,1,North Geelong,23
2/68 Osborne Avenue,"172,500",May 2016,"140,000",Mar 2010,1.0,,,98,,1,1,1,North Geelong,23
57 Slevin Street,"270,000",May 2016,"230,000",Jun 2007,,,,571,120,3,1,4,North Geelong,23
81 Wurrook Circuit,"185,000",Apr 2016,,,,460,Jul 2019,324,149,4,2,1,North Geelong,23
3 Cadman Terrace,"620,000",Apr 2016,,,,,,"2,480",550,,,,North Geelong,23
46B STUBBS Avenue,"360,000",Apr 2016,,,,,,303,,2,1,2,North Geelong,23
6 Dobie Court,"270,000",Apr 2016,,,,,,448,,,,,North Geelong,23
Lot 103 Geelong Golf Club Estate,"229,750",Apr 2016,,,,,,352,,,,,North Geelong,23
26 RUTLEDGE Boulevard,"270,000",Apr 2016,,,,,,511,,,,,North Geelong,23
91 Walsgott Street,"360,000",Apr 2016,"218,000",May 2009,,260,Jun 2010,646,,3,1,2,North Geelong,23
46 Stubbs Avenue,"360,000",Apr 2016,"245,000",Mar 2011,,299,Jun 2013,500,109,3,1,1,North Geelong,23
2/68 Osborne Avenue,"172,500",May 2016,"140,000",Mar 2010,1.0,,,98,,1,1,1,North Geelong,23
57 Slevin Street,"270,000",May 2016,"230,000",Jun 2007,,,,571,120,3,1,4,North Geelong,23
81 Wurrook Circuit,"185,000",Apr 2016,,,,460,Jul 2019,324,149,4,2,1,North Geelong,23
3 Cadman Terrace,"620,000",Apr 2016,,,,,,"2,480",550,,,,North Geelong,23
46B STUBBS Avenue,"360,000",Apr 2016,,,,,,303,,2,1,2,North Geelong,23
6 Dobie Court,"270,000",Apr 2016,,,,,,448,,,,,North Geelong,23
Lot 103 Geelong Golf Club Estate,"229,750",Apr 2016,,,,,,352,,,,,North Geelong,23
26 RUTLEDGE Boulevard,"270,000",Apr 2016,,,,,,511,,,,,North Geelong,23
91 Walsgott Street,"360,000",Apr 2016,"218,000",May 2009,,260,Jun 2010,646,,3,1,2,North Geelong,23
46 Stubbs Avenue,"360,000",Apr 2016,"245,000",Mar 2011,,299,Jun 2013,500,109,3,1,1,North Geelong,23
2/68 Osborne Avenue,"172,500",May 2016,"140,000",Mar 2010,1.0,,,98,,1,1,1,North Geelong,23
57 Slevin Street,"270,000",May 2016,"230,000",Jun 2007,,,,571,120,3,1,4,North Geelong,23
81 Wurrook Circuit,"185,000",Apr 2016,,,,460,Jul 2019,324,149,4,2,1,North Geelong,23
3 Cadman Terrace,"620,000",Apr 2016,,,,,,"2,480",550,,,,North Geelong,23
46B STUBBS Avenue,"360,000",Apr 2016,,,,,,303,,2,1,2,North Geelong,23
6 Dobie Court,"270,000",Apr 2016,,,,,,448,,,,,North Geelong,23
Lot 103 Geelong Golf Club Estate,"229,750",Apr 2016,,,,,,352,,,,,North Geelong,23
26 RUTLEDGE Boulevard,"270,000",Apr 2016,,,,,,511,,,,,North Geelong,23
91 Walsgott Street,"360,000",Apr 2016,"218,000",May 2009,,260,Jun 2010,646,,3,1,2,North Geelong,23
46 Stubbs Avenue,"360,000",Apr 2016,"245,000",Mar 2011,,299,Jun 2013,500,109,3,1,1,North Geelong,23
2/68 Osborne Avenue,"172,500",May 2016,"140,000",Mar 2010,1.0,,,98,,1,1,1,North Geelong,23
57 Slevin Street,"270,000",May 2016,"230,000",Jun 2007,,,,571,120,3,1,4,North Geelong,23
81 Wurrook Circuit,"185,000",Apr 2016,,,,460,Jul 2019,324,149,4,2,1,North Geelong,23
3 Cadman Terrace,"620,000",Apr 2016,,,,,,"2,480",550,,,,North Geelong,23
46B STUBBS Avenue,"360,000",Apr 2016,,,,,,303,,2,1,2,North Geelong,23
6 Dobie Court,"270,000",Apr 2016,,,,,,448,,,,,North Geelong,23
Lot 103 Geelong Golf Club Estate,"229,750",Apr 2016,,,,,,352,,,,,North Geelong,23
26 RUTLEDGE Boulevard,"270,000",Apr 2016,,,,,,511,,,,,North Geelong,23
91 Walsgott Street,"360,000",Apr 2016,"218,000",May 2009,,260,Jun 2010,646,,3,1,2,North Geelong,23
46 Stubbs Avenue,"360,000",Apr 2016,"245,000",Mar 2011,,299,Jun 2013,500,109,3,1,1,North Geelong,23
2/68 Osborne Avenue,"172,500",May 2016,"140,000",Mar 2010,1.0,,,98,,1,1,1,North Geelong,23
57 Slevin Street,"270,000",May 2016,"230,000",Jun 2007,,,,571,120,3,1,4,North Geelong,23
81 Wurrook Circuit,"185,000",Apr 2016,,,,460,Jul 2019,324,149,4,2,1,North Geelong,23
3 Cadman Terrace,"620,000",Apr 2016,,,,,,"2,480",550,,,,North Geelong,23
46B STUBBS Avenue,"360,000",Apr 2016,,,,,,303,,2,1,2,North Geelong,23
6 Dobie Court,"270,000",Apr 2016,,,,,,448,,,,,North Geelong,23
Lot 103 Geelong Golf Club Estate,"229,750",Apr 2016,,,,,,352,,,,,North Geelong,23
26 RUTLEDGE Boulevard,"270,000",Apr 2016,,,,,,511,,,,,North Geelong,23
91 Walsgott Street,"360,000",Apr 2016,"218,000",May 2009,,260,Jun 2010,646,,3,1,2,North Geelong,23
46 Stubbs Avenue,"360,000",Apr 2016,"245,000",Mar 2011,,299,Jun 2013,500,109,3,1,1,North Geelong,23
2/68 Osborne Avenue,"172,500",May 2016,"140,000",Mar 2010,1.0,,,98,,1,1,1,North Geelong,23
57 Slevin Street,"270,000",May 2016,"230,000",Jun 2007,,,,571,120,3,1,4,North Geelong,23
81 Wurrook Circuit,"185,000",Apr 2016,,,,460,Jul 2019,324,149,4,2,1,North Geelong,23
3 Cadman Terrace,"620,000",Apr 2016,,,,,,"2,480",550,,,,North Geelong,23
46B STUBBS Avenue,"360,000",Apr 2016,,,,,,303,,2,1,2,North Geelong,23
6 Dobie Court,"270,000",Apr 2016,,,,,,448,,,,,North Geelong,23
Lot 103 Geelong Golf Club Estate,"229,750",Apr 2016,,,,,,352,,,,,North Geelong,23
26 RUTLEDGE Boulevard,"270,000",Apr 2016,,,,,,511,,,,,North Geelong,23
91 Walsgott Street,"360,000",Apr 2016,"218,000",May 2009,,260,Jun 2010,646,,3,1,2,North Geelong,23
46 Stubbs Avenue,"360,000",Apr 2016,"245,000",Mar 2011,,299,Jun 2013,500,109,3,1,1,North Geelong,23
2/68 Osborne Avenue,"172,500",May 2016,"140,000",Mar 2010,1.0,,,98,,1,1,1,North Geelong,23
57 Slevin Street,"270,000",May 2016,"230,000",Jun 2007,,,,571,120,3,1,4,North Geelong,23
81 Wurrook Circuit,"185,000",Apr 2016,,,,460,Jul 2019,324,149,4,2,1,North Geelong,23
3 Cadman Terrace,"620,000",Apr 2016,,,,,,"2,480",550,,,,North Geelong,23
46B STUBBS Avenue,"360,000",Apr 2016,,,,,,303,,2,1,2,North Geelong,23
6 Dobie Court,"270,000",Apr 2016,,,,,,448,,,,,North Geelong,23
Lot 103 Geelong Golf Club Estate,"229,750",Apr 2016,,,,,,352,,,,,North Geelong,23
26 RUTLEDGE Boulevard,"270,000",Apr 2016,,,,,,511,,,,,North Geelong,23
91 Walsgott Street,"360,000",Apr 2016,"218,000",May 2009,,260,Jun 2010,646,,3,1,2,North Geelong,23
46 Stubbs Avenue,"360,000",Apr 2016,"245,000",Mar 2011,,299,Jun 2013,500,109,3,1,1,North Geelong,23
2/68 Osborne Avenue,"172,500",May 2016,"140,000",Mar 2010,1.0,,,98,,1,1,1,North Geelong,23
57 Slevin Street,"270,000",May 2016,"230,000",Jun 2007,,,,571,120,3,1,4,North Geelong,23
81 Wurrook Circuit,"185,000",Apr 2016,,,,460,Jul 2019,324,149,4,2,1,North Geelong,23
3 Cadman Terrace,"620,000",Apr 2016,,,,,,"2,480",550,,,,North Geelong,23
46B STUBBS Avenue,"360,000",Apr 2016,,,,,,303,,2,1,2,North Geelong,23
6 Dobie Court,"270,000",Apr 2016,,,,,,448,,,,,North Geelong,23
Lot 103 Geelong Golf Club Estate,"229,750",Apr 2016,,,,,,352,,,,,North Geelong,23
26 RUTLEDGE Boulevard,"270,000",Apr 2016,,,,,,511,,,,,North Geelong,23
91 Walsgott Street,"360,000",Apr 2016,"218,000",May 2009,,260,Jun 2010,646,,3,1,2,North Geelong,23
46 Stubbs Avenue,"360,000",Apr 2016,"245,000",Mar 2011,,299,Jun 2013,500,109,3,1,1,North Geelong,23
2/68 Osborne Avenue,"172,500",May 2016,"140,000",Mar 2010,1.0,,,98,,1,1,1,North Geelong,23
57 Slevin Street,"270,000",May 2016,"230,000",Jun 2007,,,,571,120,3,1,4,North Geelong,23
81 Wurrook Circuit,"185,000",Apr 2016,,,,460,Jul 2019,324,149,4,2,1,North Geelong,23
3 Cadman Terrace,"620,000",Apr 2016,,,,,,"2,480",550,,,,North Geelong,23
46B STUBBS Avenue,"360,000",Apr 2016,,,,,,303,,2,1,2,North Geelong,23
6 Dobie Court,"270,000",Apr 2016,,,,,,448,,,,,North Geelong,23
Lot 103 Geelong Golf Club Estate,"229,750",Apr 2016,,,,,,352,,,,,North Geelong,23
26 RUTLEDGE Boulevard,"270,000",Apr 2016,,,,,,511,,,,,North Geelong,23
91 Walsgott Street,"360,000",Apr 2016,"218,000",May 2009,,260,Jun 2010,646,,3,1,2,North Geelong,23
46 Stubbs Avenue,"360,000",Apr 2016,"245,000",Mar 2011,,299,Jun 2013,500,109,3,1,1,North Geelong,23
2/68 Osborne Avenue,"172,500",May 2016,"140,000",Mar 2010,1.0,,,98,,1,1,1,North Geelong,23
57 Slevin Street,"270,000",May 2016,"230,000",Jun 2007,,,,571,120,3,1,4,North Geelong,23
81 Wurrook Circuit,"185,000",Apr 2016,,,,460,Jul 2019,324,149,4,2,1,North Geelong,23
3 Cadman Terrace,"620,000",Apr 2016,,,,,,"2,480",550,,,,North Geelong,23
46B STUBBS Avenue,"360,000",Apr 2016,,,,,,303,,2,1,2,North Geelong,23
6 Dobie Court,"270,000",Apr 2016,,,,,,448,,,,,North Geelong,23
Lot 103 Geelong Golf Club Estate,"229,750",Apr 2016,,,,,,352,,,,,North Geelong,23
26 RUTLEDGE Boulevard,"270,000",Apr 2016,,,,,,511,,,,,North Geelong,23
91 Walsgott Street,"360,000",Apr 2016,"218,000",May 2009,,260,Jun 2010,646,,3,1,2,North Geelong,23
46 Stubbs Avenue,"360,000",Apr 2016,"245,000",Mar 2011,,299,Jun 2013,500,109,3,1,1,North Geelong,23
2/68 Osborne Avenue,"172,500",May 2016,"140,000",Mar 2010,1.0,,,98,,1,1,1,North Geelong,23
57 Slevin Street,"270,000",May 2016,"230,000",Jun 2007,,,,571,120,3,1,4,North Geelong,23
81 Wurrook Circuit,"185,000",Apr 2016,,,,460,Jul 2019,324,149,4,2,1,North Geelong,23
3 Cadman Terrace,"620,000",Apr 2016,,,,,,"2,480",550,,,,North Geelong,23
46B STUBBS Avenue,"360,000",Apr 2016,,,,,,303,,2,1,2,North Geelong,23
6 Dobie Court,"270,000",Apr 2016,,,,,,448,,,,,North Geelong,23
Lot 103 Geelong Golf Club Estate,"229,750",Apr 2016,,,,,,352,,,,,North Geelong,23
26 RUTLEDGE Boulevard,"270,000",Apr 2016,,,,,,511,,,,,North Geelong,23
91 Walsgott Street,"360,000",Apr 2016,"218,000",May 2009,,260,Jun 2010,646,,3,1,2,North Geelong,23
46 Stubbs Avenue,"360,000",Apr 2016,"245,000",Mar 2011,,299,Jun 2013,500,109,3,1,1,North Geelong,23
